source_id,source_type,nombre_limpio,categoria,tags,prioridad,es_fijo,pertenece_a,es_reembolsable,deudor,felicidad,revisado,nota,split_group_id,group_id,monto_asignado
713d029e661747dbb0faba4b893b71b2,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
fd68bf58f99647bab9d07015a22e8d99,TARJETA,FERRETERIA LOCAL,Vivienda,Mantenimiento_Casa,Necesidad,False,,False,,4,True,,,,
c80db929d71c48e4abdff0376a340992,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,9,True,,,,
c99e94799ee644019484810a887d1041,TARJETA,UBER EATS MOCK,Alimentacion,Comida_Rapida,Deseo,False,,False,,7,True,,,,
4b1bff5ea25a4837b603afb1061d7a62,TARJETA,CINE MOCK,Entretenimiento,Peliculas_Teatro,Deseo,False,,False,,9,True,,,,
9bffa2fbeb814fc4823fcdf75f25e8e7,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
ce22de08e31e407888a52ee3888728db,TARJETA,PAGO INTERNET,Servicios Basicos,Internet_Telefono,Necesidad,True,,False,,5,True,,,,
f0e0c53302dd4538bd3039461eabd225,TARJETA,FERRETERIA LOCAL,Vivienda,Mantenimiento_Casa,Deseo,False,,False,,3,True,,,,
106888b6a7bf42e988e0c033a27f0089,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
46891d890ff44439bbfa804aa9177804,TARJETA,RESTAURANTE LOCAL,Alimentacion,Salida_FinSemana,Deseo,False,,False,,9,True,,,,
64ba1baf9f1a4b49a9a81d0210b9e1ca,TARJETA,SUPERMERCADO CASH,Alimentacion,Groceries_Mensual,Necesidad,True,,False,,6,True,,,,
e9cf743e7277403aae3d18bf27519a97,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
7a27b37ee9ce41a1871af2ff93606102,TARJETA,NETFLIX,Entretenimiento,Streaming_Mensual,Deseo,True,,False,,5,True,,,,
a66f6308889e4b75acf9230378886937,TARJETA,SPOTIFY,Entretenimiento,Streaming_Mensual,Deseo,True,,False,,7,True,,,,
321cde5131cb40df83dd77f9e954b425,TARJETA,ZARA MOCK,Compras Personales,Ropa_Trabajo,Deseo,False,,False,,7,True,,,,
c3e83303057b41009fbaa4412b573c51,TARJETA,AMAZON MOCK,Compras Personales,Gadget_Tech,Deseo,False,,False,,9,True,,,,
243c757d6f1a496882ddd1372a10a998,TARJETA,UBER EATS MOCK,Alimentacion,Comida_Rapida,Deseo,False,,False,,5,True,,,,
38d20fba8bee4342828e8b44f3dcf1db,TARJETA,SEGURO MEDICO,Salud,Seguro_Medico,Necesidad,True,,False,,5,True,,,,
95046503679e482aa63e01ccf5318b92,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
f620164284874e2bade684279279af02,TARJETA,PAGO GASOLINERA,Transporte,Gasolina,Necesidad,True,,False,,4,True,,,,
b348e22146a14a4e86a78008b6a473b3,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
5804377137f54daab0f902a65ab56d90,TARJETA,RESTAURANTE LOCAL,Alimentacion,Salida_FinSemana,Deseo,False,,False,,9,True,,,,
b501a5cf39d24bbfb8260216d9d7aca9,TARJETA,SUPERMERCADO CASH,Alimentacion,Groceries_Mensual,Deseo,True,,False,,8,True,,,,
c3a882b7b19c40ceaecc137416e371b7,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
acf4ef773dc047479172c2c35cb37fe5,TARJETA,COMIDA PARA MASCOTA,Mascotas,Mascotas_Comida,Necesidad,True,,False,,4,True,,,,
8b5b28cd3d4b4edab00567eb2f945709,TARJETA,FERRETERIA LOCAL,Vivienda,Mantenimiento_Casa,Necesidad,False,,False,,3,True,,,,
497f13ee5a9f4f768b29ca36ca068ce5,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,6,True,,,,
83ba5172836742fcb32457ab19ab4eeb,TARJETA,UBER EATS MOCK,Alimentacion,Comida_Rapida,Deseo,False,,False,,7,True,,,,
8d23c3e5b1484cfab5d97330fbad0f46,TARJETA,CINE MOCK,Entretenimiento,Peliculas_Teatro,Deseo,False,,False,,8,True,,,,
71adc37933e840d99b8d7c77f3a1302a,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
6ca6de28ab334de78eaac801feace740,TARJETA,CAFETERIA,Alimentacion,Cafe_Diario,Deseo,False,,False,,8,True,,,,
e659764e81d34d1aa098fa8f03b7b6d8,TARJETA,RESTAURANTE LOCAL,Alimentacion,Salida_FinSemana,Deseo,False,,False,,9,True,,,,
37f10d2083514cc8baaaff9ed98caa54,TARJETA,SUPERMERCADO CASH,Alimentacion,Groceries_Mensual,Necesidad,True,,False,,6,True,,,,
