id,group_id,amount,start_date,end_date,note
8d7c6b5a-4f3e-2d1c-0b9a-8f7e6d5c4b3a,5a1076ed-9b20-4e86-bd35-a91c57db1246,10419.0,2025-09-12,2025-11-18,Inversiones_Madre
2a3b4c5d-6e7f-8a9b-0c1d-2e3f4a5b6c7d,5a1076ed-9b20-4e86-bd35-a91c57db1246,4900.0,2025-12-22,2025-12-26,Inversiones_Madre
5f6e7d8c-9b0a-1c2d-3e4f-5a6b7c8d9e0f,5a1076ed-9b20-4e86-bd35-a91c57db1246,4900.0,2025-12-22,2025-12-29,Inversiones_Madre
9e8f7a6b-5c4d-3b2a-1f0e-9d8c7b6a5f4e,5a1076ed-9b20-4e86-bd35-a91c57db1246,647.0,2025-12-22,,Inversiones_Madre
1a2b3c4d-5e6f-7a8b-9c0d-1e2f3a4b5c6d,bad2a96c-41dc-413f-82da-2c8bc5ce27f2,-600.0,,2025-03-21,Inversiones para corregir
01df2682-b0a9-4807-8286-5f5810231dc0,9850d962-59f8-48ad-91aa-f9fc45c6a8a3,290.0,2025-02-03,2025-02-05,Corregir prestado hermana
5ba1a6ce-a098-44fb-bad7-efdbd01d4a8d,0f195c2d-b234-46fa-9a01-38e0ccc60f14,132.0,2024-09-01,2024-10-02,Mensual
9fb71452-7104-401d-b8d9-2ea11b5be9d2,0f195c2d-b234-46fa-9a01-38e0ccc60f14,135.0,2024-10-03,2024-11-05,Mensual
1d14909a-07a8-48b4-a0ae-cba8ed49e3be,0f195c2d-b234-46fa-9a01-38e0ccc60f14,100.0,2024-11-06,2025-01-06,Mensual
3e7abdc9-2169-42b7-a357-123498bda9f4,0f195c2d-b234-46fa-9a01-38e0ccc60f14,50.0,2025-01-07,2025-02-24,Mensual
ab1fddb5-9fba-4ab7-b1a7-ccdee9d82121,0f195c2d-b234-46fa-9a01-38e0ccc60f14,100.0,2025-02-25,2025-03-21,Mensual
3aa45c77-4ae9-4d6b-9c71-33dc05e0a0df,0f195c2d-b234-46fa-9a01-38e0ccc60f14,100.0,2025-03-22,2025-04-23,Mensual
dc1f2ae5-21d9-482a-a7cd-39da43e74b3f,0f195c2d-b234-46fa-9a01-38e0ccc60f14,110.0,2025-04-24,2025-05-22,Mensual
73be36e7-afdb-41a9-98dd-eff10edda4ba,0f195c2d-b234-46fa-9a01-38e0ccc60f14,300.0,2025-02-10,2025-06-10,Gasolina
3bba79cb-f3de-40db-ba75-e1dc6954fb3a,0f195c2d-b234-46fa-9a01-38e0ccc60f14,100.0,2025-05-23,2025-06-24,Mensual
1cd15ca5-6ed1-4db8-8d02-1fcaf15a3bc3,0f195c2d-b234-46fa-9a01-38e0ccc60f14,50.0,2025-06-25,2025-07-28,Mensual
77efad8b-9cd4-4c07-ba79-a79acbda3b4a,0f195c2d-b234-46fa-9a01-38e0ccc60f14,110.0,2025-08-22,2025-09-22,Mensual
99fdabc1-3bca-4cda-abd2-effbcadda123,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-09-23,2025-10-21,Comida
2dcbd79a-bdca-4fb7-8eb1-ca8ebbd113a7,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-09-23,2025-10-21,Gasolina
82cbd8ba-aaca-42df-bda7-fbc3eeca4421,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-10-22,2025-11-24,Comida
e3cdfa19-aafa-4923-a12b-cbda34cddf23,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-10-22,2025-11-24,Gasolina
f2fcaab9-ddfa-4fa1-ca12-ed3baeca343d,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-11-25,2025-12-22,Comida
3bd9afcc-12ff-4b0d-b771-ef6bc3ef4132,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2025-12-23,2026-01-22,Comida
eca9a21f-624c-40d0-a7aa-488dc76ee011,e996e29a-1443-4026-bb64-13f6da31ab32,7317.0,2025-03-19,2025-04-28,
b5e9203c-497c-45ee-ad2a-709d5d8bf3c6,5a1076ed-9b20-4e86-bd35-a91c57db1246,647.0,2025-12-22,2026-03-02,Lo que sobra
91988224-3538-47c1-870b-b88afeaedad3,bad2a96c-41dc-413f-82da-2c8bc5ce27f2,-600.0,2000-03-21,2025-03-21,Yo deposito
fab7856c-a7a2-4c03-89f8-6f798dacd78c,9850d962-59f8-48ad-91aa-f9fc45c6a8a3,-300.0,2024-10-18,2024-10-23,Robo escopolaminado devuelto
35afc76f-509d-424b-acb6-fa0e80fee1c7,4615e12b-983b-4dd7-9e4b-814d8487dee5,-40.0,2025-11-11,2025-11-25,TRANSF. DIRECTA A CAIZA  ESPINOSA NARCIZA DEL PILAR
9843d2d8-f856-4138-85ec-4cf399b05cd3,4615e12b-983b-4dd7-9e4b-814d8487dee5,40.0,2025-12-22,2026-01-06,TRANSF. DIRECTA A CAIZA  ESPINOSA NARCIZA DEL PILAR
48baf06e-e76c-43c2-b0f9-cbc1b19186be,4615e12b-983b-4dd7-9e4b-814d8487dee5,-20.0,2026-01-06,2026-01-22,TRANSF. DIRECTA A CAIZA  ESPINOSA NARCIZA DEL PILAR
3616bdf8-a886-4616-ad0a-2c85caf803ba,9850d962-59f8-48ad-91aa-f9fc45c6a8a3,0.0,2025-10-21,2025-11-06,Arreglo pago tarde interpolado
4266caa4-1e43-425f-818a-f588e3794be6,4615e12b-983b-4dd7-9e4b-814d8487dee5,20.0,2026-01-22,2027-01-01,Parqueadero Corregido
b46f43db-f468-43ff-afd2-f9874b3104f8,bd963a38-13b9-4a6f-80a5-b871f9dc38d7,26000.0,2023-01-01,2024-03-28,
a6545bb4-e030-4bd3-895f-8d8469ac25ed,bad2a96c-41dc-413f-82da-2c8bc5ce27f2,-610.0,2020-01-01,2024-05-01,
26e20cd0-980e-4646-9a2a-9f9cd84a1458,bd963a38-13b9-4a6f-80a5-b871f9dc38d7,1379.0,2026-02-23,3000-01-01,
9e5244e2-cdcb-426e-a582-edefd0d3fc80,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2026-01-23,2026-03-03,60 alm 40 gas
d8a400a5-26b7-477e-9ff3-6cbe827b64f6,e996e29a-1443-4026-bb64-13f6da31ab32,3177.0,2000-01-01,2024-03-18,
8479fe71-bae2-4039-a825-98ce1345e1b0,e996e29a-1443-4026-bb64-13f6da31ab32,1000.0,2026-03-19,2026-05-18,
abbc3610-2dcd-477d-b8a7-f9c0a4fe6045,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2026-03-03,2026-03-20,
eef13113-a264-468b-90fb-dcbf39b435e2,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2026-03-03,2026-03-20,Gasolina
19a307ba-c242-4cae-874a-f15ffbb38e94,9850d962-59f8-48ad-91aa-f9fc45c6a8a3,-50.0,2000-01-01,2026-03-18,Pa me paga
cb6a156d-6bdb-4d92-aa40-b5d57e5f2205,e996e29a-1443-4026-bb64-13f6da31ab32,3279.0,2026-03-19,2026-04-29,
ecb345bc-8b18-4d97-a18d-e3c6383ffe57,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2026-03-21,2026-04-22,
506b3eca-2165-4b86-9834-907a838f2306,0f195c2d-b234-46fa-9a01-38e0ccc60f14,0.0,2026-03-21,2026-04-22,Gasolina
ab1f4dfb-5b47-4062-a397-89e2c104ab33,bd963a38-13b9-4a6f-80a5-b871f9dc38d7,27000.0,2026-02-23,2026-06-25,
b9832dbf-2cdf-4e3d-a2fa-0c849ed6298d,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2025-11-24,2025-11-25,Fondo Gasolina_PAGOS
4133eb7d-3957-402e-856a-3a97e3658c81,365eaa81-c254-4d01-85ee-bcc31efb0dab,25.6,2025-11-24,2025-11-25,Fondo Gasolina_PAGOS
2c807b0e-2540-446e-ac68-1bd33f42c756,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2025-11-24,2025-11-28,Fondo Gasolina_PAGOS
4d56f2e9-bdf3-4fc0-814e-64a5e4af14ae,365eaa81-c254-4d01-85ee-bcc31efb0dab,34.03,2025-11-24,2025-11-28,Fondo Gasolina_PAGOS
8831c2b9-635d-4768-84df-d53abdcebb2a,365eaa81-c254-4d01-85ee-bcc31efb0dab,9.97,2025-11-24,2025-12-13,Fondo Gasolina_PAGOS
e05d8611-99c2-4a10-a1f7-30c20de8912c,365eaa81-c254-4d01-85ee-bcc31efb0dab,14.95,2025-12-22,2026-01-09,Fondo Gasolina_PAGOS
853d0b84-70a2-48b9-8b44-17ccdaee02eb,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2025-12-22,2026-01-09,Fondo Gasolina_PAGOS
969daced-c5da-4710-9ac6-6f970ce4d0fc,365eaa81-c254-4d01-85ee-bcc31efb0dab,29.95,2025-12-22,2026-01-16,Fondo Gasolina_PAGOS
e16e7f7b-0e89-4e00-b863-ed98c735debd,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-01-22,2026-01-28,Fondo Gasolina_PAGOS
53b0433d-e80b-4dc7-b847-8a2376476c80,365eaa81-c254-4d01-85ee-bcc31efb0dab,31.4,2026-01-22,2026-01-28,Fondo Gasolina_PAGOS
71e81fe0-7785-48e4-9995-44f679aee59c,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-01-22,2026-01-28,Fondo Gasolina_PAGOS
f3589855-93d4-4c18-9472-6326f0064c8e,365eaa81-c254-4d01-85ee-bcc31efb0dab,34.56,2026-01-22,2026-02-19,Fondo Gasolina_PAGOS
e24c0f5e-28f1-4cde-a9fe-673709899674,365eaa81-c254-4d01-85ee-bcc31efb0dab,34.66,2026-03-03,2026-03-14,Fondo Gasolina_PAGOS
99767f8e-be85-46ab-8e03-3afa26544aeb,365eaa81-c254-4d01-85ee-bcc31efb0dab,22.35,2026-03-20,2026-04-01,Fondo Gasolina_PAGOS
a8a83ca7-a5a8-446e-8e04-39bc68d1f4b0,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-03-20,2026-04-01,Fondo Gasolina_PAGOS
cf850978-605a-4288-94c9-b66d870fa45c,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-03-20,2026-04-01,Fondo Gasolina_PAGOS
0c13a4fc-5126-4d2f-9a4c-b82af545d65c,365eaa81-c254-4d01-85ee-bcc31efb0dab,31.49,2026-03-20,2026-04-09,Fondo Gasolina_PAGOS
d0c7f68f-26e2-47f3-9c6a-2a5c829475b8,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-04-22,2026-04-27,Fondo Gasolina_PAGOS
0f6891ce-cd33-438a-b0aa-abd7be2a76c7,365eaa81-c254-4d01-85ee-bcc31efb0dab,37.47,2026-04-22,2026-04-27,Fondo Gasolina_PAGOS
94b69fb1-940b-4273-9467-389602be6d6c,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-04-22,2026-04-27,Fondo Gasolina_PAGOS
14e16c67-2c88-4652-992d-f9efc5becaa1,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-04-22,2026-05-18,Fondo Gasolina_PAGOS
fff89502-c4a4-49cb-919c-d7840faa172b,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-04-22,2026-05-18,Fondo Gasolina_PAGOS
9f9db4f2-0153-46ba-9a0a-dc0f3fca0cd6,365eaa81-c254-4d01-85ee-bcc31efb0dab,38.66,2026-04-22,2026-05-18,Fondo Gasolina_PAGOS
32c40abc-8a98-4e11-aafc-b84dc379382a,365eaa81-c254-4d01-85ee-bcc31efb0dab,39.8,2026-05-22,2026-06-03,Fondo Gasolina_PAGOS
ac44fd1f-65e2-4289-91aa-812af995bc26,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-05-22,2026-06-03,Fondo Gasolina_PAGOS
d391a94e-7eb8-4a4f-8b51-e8b97481b35e,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-05-22,2026-06-03,Fondo Gasolina_PAGOS
3a0bac85-7798-4371-a369-93824fe8e463,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-05-22,2026-06-09,Fondo Gasolina_PAGOS
6d57d4a5-235f-4cc9-a351-46c91d9b9b2a,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-05-22,2026-06-09,Fondo Gasolina_PAGOS
d2f42e5b-49bf-4649-b58b-e676b0253923,365eaa81-c254-4d01-85ee-bcc31efb0dab,35.0,2026-05-22,2026-06-09,Fondo Gasolina_PAGOS
abff18cb-53a9-4971-bbd8-a594c8cf670e,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.2,2026-06-22,2026-07-01,Fondo Gasolina_PAGOS
dba621ce-1609-46ba-a226-c35c97e9c761,365eaa81-c254-4d01-85ee-bcc31efb0dab,0.03,2026-06-22,2026-07-01,Fondo Gasolina_PAGOS
8b65223c-954e-4c31-bfaf-9caf8e4334c4,365eaa81-c254-4d01-85ee-bcc31efb0dab,40.54,2026-06-22,2026-07-01,Fondo Gasolina_PAGOS
f1f28d0e-fc4a-4452-bc13-a7db9828a521,8c65cf09-adf1-496d-b838-38cddf6efc88,6.0,2025-11-24,2025-11-25,Fondo Comida
f08631c1-d8f1-44be-a877-ea392883a96b,8c65cf09-adf1-496d-b838-38cddf6efc88,3.5,2025-11-24,2025-11-27,Fondo Comida
dfc5dc21-ead0-4b3c-96c0-ccfbf0b34022,8c65cf09-adf1-496d-b838-38cddf6efc88,3.5,2025-11-24,2025-12-01,Fondo Comida
32a701ce-d3f6-4052-b532-1db11ef2ee77,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-11-24,2025-12-04,Fondo Comida
12dcee1a-7f94-4f58-ad57-2c0dee8b7ea7,8c65cf09-adf1-496d-b838-38cddf6efc88,8.0,2025-11-24,2025-12-08,Fondo Comida
54ca4e5f-b9f1-476c-88e5-1bcd34ad897c,8c65cf09-adf1-496d-b838-38cddf6efc88,3.5,2025-11-24,2025-12-08,Fondo Comida
2115e4dc-220f-4d7d-8653-31a68c3e54f3,8c65cf09-adf1-496d-b838-38cddf6efc88,10.55,2025-11-24,2025-12-12,Fondo Comida
9c1911e4-f442-4875-abbd-6826221da4f7,8c65cf09-adf1-496d-b838-38cddf6efc88,5.0,2025-11-24,2025-12-15,Fondo Comida
2c01980b-f8d0-450a-ba32-93c14a6e3aa5,8c65cf09-adf1-496d-b838-38cddf6efc88,4.99,2025-11-24,2025-12-16,Fondo Comida
f350fed3-2fbb-4651-afb9-dd583b589724,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-11-24,2025-12-17,Fondo Comida
1513517d-9493-49a3-a90b-32ef6882a796,8c65cf09-adf1-496d-b838-38cddf6efc88,6.6,2025-11-24,2025-12-18,Fondo Comida
5a3799fc-2ccb-4833-ab4c-ee0c69ddf56b,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2025-11-24,2025-12-22,Fondo Comida
ff0dd2ee-3176-43db-a10f-62711c24af61,8c65cf09-adf1-496d-b838-38cddf6efc88,2.0,2025-11-24,2025-12-22,Fondo Comida
322ccbeb-3536-4a95-837c-23eb066d577c,8c65cf09-adf1-496d-b838-38cddf6efc88,6.99,2025-12-22,2025-12-23,Fondo Comida
9ef8a3e3-f969-4a57-814f-2d22a0e06ecc,8c65cf09-adf1-496d-b838-38cddf6efc88,6.6,2025-12-22,2025-12-29,Fondo Comida
6b0ad20c-4e47-4d8e-a1c7-b8d2948afb64,8c65cf09-adf1-496d-b838-38cddf6efc88,1.65,2025-12-22,2025-12-29,Fondo Comida
ccf1d1e8-274b-4fe7-acfb-e776c1cc15ad,8c65cf09-adf1-496d-b838-38cddf6efc88,0.25,2025-12-22,2025-12-29,Fondo Comida
7f137020-fe51-4422-9c02-c18284e8f69f,8c65cf09-adf1-496d-b838-38cddf6efc88,5.25,2025-12-22,2025-12-30,Fondo Comida
be1fb94a-345e-4ed5-a9ca-100defd67428,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2025-12-22,2025-12-31,Fondo Comida
9de9c4cd-7589-4921-818a-0587ce0d75f3,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-12-22,2026-01-05,Fondo Comida
8b10e5ca-5ac5-44a7-b197-ad076a556f8e,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-12-22,2026-01-06,Fondo Comida
2d15c02d-075e-4ed9-a97f-b7da2aa2ef5d,8c65cf09-adf1-496d-b838-38cddf6efc88,5.98,2025-12-22,2026-01-07,Fondo Comida
740ac96b-a85a-4393-b45a-5f2131e096e7,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-12-22,2026-01-08,Fondo Comida
7d09f9dc-9aca-4bf2-92cb-78299f27381e,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2025-12-22,2026-01-09,Fondo Comida
84894f11-1657-4915-ba2d-13e3c946adce,8c65cf09-adf1-496d-b838-38cddf6efc88,10.0,2025-12-22,2026-01-12,Fondo Comida
8b004346-4087-418c-a641-2c22218cbb57,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2025-12-22,2026-01-13,Fondo Comida
37ba53d4-0f82-4d85-a52d-1c14e3bc934d,8c65cf09-adf1-496d-b838-38cddf6efc88,2.5,2025-12-22,2026-01-16,Fondo Comida
34792e5d-ad46-44fb-92e7-9b69ee68f514,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2025-12-22,2026-01-21,Fondo Comida
5567e274-2435-4f98-829e-b1c82df16587,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-01-22,2026-01-23,Fondo Comida
67cc6873-3dd1-4999-9f71-cce17431976f,8c65cf09-adf1-496d-b838-38cddf6efc88,5.25,2026-01-22,2026-01-26,Fondo Comida
80155f77-9c4d-4886-974a-efaaf9da2bc5,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2026-01-22,2026-01-26,Fondo Comida
ae7021b4-78b9-41a9-86aa-01ae38979cac,8c65cf09-adf1-496d-b838-38cddf6efc88,7.0,2026-01-22,2026-01-27,Fondo Comida
055ff5e2-8a4f-4311-826f-708712bd807d,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-01-22,2026-01-30,Fondo Comida
c6d4adc3-3d9d-4dca-8bdf-8d3d7214e178,8c65cf09-adf1-496d-b838-38cddf6efc88,5.47,2026-01-22,2026-02-02,Fondo Comida
6d7babce-870d-4741-b521-0b6e0f218bc3,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-01-22,2026-02-03,Fondo Comida
a60748f3-927a-4006-9247-4b530ffa1b73,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-01-22,2026-02-04,Fondo Comida
f9c81c0d-16cc-4e2a-80d6-696f81f46650,8c65cf09-adf1-496d-b838-38cddf6efc88,6.0,2026-01-22,2026-02-05,Fondo Comida
6ed6aef5-187f-4abc-a3ca-387194697894,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-01-22,2026-02-06,Fondo Comida
d1a2e096-3373-46af-80f3-25d34ac15bc4,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-01-22,2026-02-09,Fondo Comida
2cdef0be-8ab6-4404-8e29-78d7a0b36428,8c65cf09-adf1-496d-b838-38cddf6efc88,4.64,2026-01-22,2026-02-11,Fondo Comida
02f9ad5f-5b10-4875-a73f-5a0d11b2b53d,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-01-22,2026-02-13,Fondo Comida
ac3e1cb6-204a-4300-984a-413309819c65,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-01-22,2026-02-18,Fondo Comida
ba79c1ca-a2c9-41af-ac69-092f57e21311,8c65cf09-adf1-496d-b838-38cddf6efc88,2.5,2026-01-22,2026-02-19,Fondo Comida
8127bd18-46bf-468c-807e-3c46cbd5a924,8c65cf09-adf1-496d-b838-38cddf6efc88,4.42,2026-01-22,2026-02-20,Fondo Comida
047d4e0b-4531-4b78-b599-cdab130d50ca,8c65cf09-adf1-496d-b838-38cddf6efc88,3.25,2026-01-22,2026-02-23,Fondo Comida
7931269a-bc1d-4563-9bf9-18fa70b8c098,8c65cf09-adf1-496d-b838-38cddf6efc88,3.5,2026-01-22,2026-02-24,Fondo Comida
429b6916-b947-4d54-8dc2-ad9ba80a3aca,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-01-22,2026-02-26,Fondo Comida
ff35442b-8e7d-4fdb-b054-524511074f88,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-03,2026-03-04,Fondo Comida
c41f938f-d733-4f73-acfa-011101d0e7d4,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2026-03-03,2026-03-09,Fondo Comida
af7e0e2d-3148-4453-aabf-2b7e5f92bb1f,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-03,2026-03-10,Fondo Comida
6f33c6a3-e539-4051-9556-822b0397d298,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-03,2026-03-11,Fondo Comida
e6d1ad74-704c-4a4d-97e1-599b0e9ccc79,8c65cf09-adf1-496d-b838-38cddf6efc88,2.75,2026-03-03,2026-03-17,Fondo Comida
7e114eb2-d1be-4c8d-b6ec-db18075783bb,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2026-03-03,2026-03-18,Fondo Comida
0308765c-63f7-46e9-ab1f-b7dc8569696c,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-03,2026-03-19,Fondo Comida
ed02a423-11fa-401e-b330-a4a6901b48e3,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-03-20,Fondo Comida
329a4ced-aaac-4c54-9dea-3e2cab78f55a,8c65cf09-adf1-496d-b838-38cddf6efc88,3.0,2026-03-20,2026-03-23,Fondo Comida
fbe6ac84-99c2-43b5-839e-441223e074d2,8c65cf09-adf1-496d-b838-38cddf6efc88,0.7,2026-03-20,2026-03-24,Fondo Comida
e2102fb0-ff61-474d-b531-0e81c26cecae,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-03-25,Fondo Comida
9d2b5fc9-470b-45fd-92f6-63c92b575c12,8c65cf09-adf1-496d-b838-38cddf6efc88,1.0,2026-03-20,2026-03-27,Fondo Comida
30341d78-1777-4eed-994e-0c71e9554c78,8c65cf09-adf1-496d-b838-38cddf6efc88,3.5,2026-03-20,2026-03-30,Fondo Comida
cd645da4-7c83-4901-88c6-911361addb90,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-03-20,2026-03-31,Fondo Comida
27051e82-abef-42e5-8939-b1198de8b028,8c65cf09-adf1-496d-b838-38cddf6efc88,2.5,2026-03-20,2026-04-01,Fondo Comida
51029a70-54ae-4f24-9770-4497c9a67888,8c65cf09-adf1-496d-b838-38cddf6efc88,5.25,2026-03-20,2026-04-02,Fondo Comida
824df128-c898-4977-93d9-bcbbae9a0e24,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-04-06,Fondo Comida
a7ec3a4e-69ef-4294-b49b-5891e3712cf2,8c65cf09-adf1-496d-b838-38cddf6efc88,8.5,2026-03-20,2026-04-08,Fondo Comida
3d32c3a4-636a-4b85-b291-cbe4409e51c4,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-04-09,Fondo Comida
88567da2-01b5-4d23-9741-5d0933320bdf,8c65cf09-adf1-496d-b838-38cddf6efc88,3.25,2026-03-20,2026-04-13,Fondo Comida
2d4aaab5-888a-4461-9527-13a2ddb0510f,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-04-14,Fondo Comida
2aaf0ed2-e1e4-4133-b084-c9a136066601,8c65cf09-adf1-496d-b838-38cddf6efc88,4.0,2026-03-20,2026-04-15,Fondo Comida
7561bef4-8b82-4e85-89f0-ddbb98f459e3,8c65cf09-adf1-496d-b838-38cddf6efc88,3.95,2026-03-20,2026-04-16,Fondo Comida
