FECHA,OFIC.,N.DOC.,DESCRIPCION,DEBITO,CREDITO,SALDO
"2024-04-22, 12:00 AM",12,60528554,TRANSFERENCIA INTERBANCARIA ENVIADA,10.12,0,2010.02
"2024-04-22, 12:00 AM",12,105851859,TRANSFERENCIA INTERBANCARIA ENVIADA,6.7,0,2003.32
"2024-04-22, 12:00 AM",12,178497469,TRANSFERENCIA INTERBANCARIA ENVIADA,2.3,0,2001.02
"2024-04-24, 12:00 AM",12,2838483,TRANSFERENCIA INTERBANCARIA ENVIADA,1,0,2000.02
"2024-04-26, 12:00 AM",12,47517248,TRANSFERENCIA INTERNET,0,216.02,2216.04
"2024-04-29, 12:00 AM",12,150736009,TRANSFERENCIA INTERNET,0,6,2222.04
"2024-04-30, 12:00 AM",12,11256904,TRANSFERENCIA INTERBANCARIA ENVIADA,3,0,2219.04
"2024-05-01, 12:00 AM",402,58105590,DEPOSITO 8049,0,220,2439.04
"2024-05-01, 12:00 AM",402,58677305,DEPOSITO 8052,0,390,2829.04
"2024-05-02, 12:00 AM",12,99677191,TRANSFERENCIA INTERNET,50,0,2779.04
"2024-05-31, 12:00 AM",901,826416594,INTERES A SU FAVOR,0,0.74,2779.78
"2024-05-13, 12:00 AM",12,185792483,**COMISION TRANSFERENCIA INTERBANCARIA EN,0.36,0,2779.42
"2024-05-13, 12:00 AM",12,185792483,IVA COBRADO,0.05,0,2779.37
"2024-05-13, 12:00 AM",12,185792483,TRANSFERENCIA INTERBANCARIA ENVIADA,25,0,2754.37
"2024-05-14, 12:00 AM",12,6672767,TRANSFERENCIA INTERBANCARIA ENVIADA,2.5,0,2751.87
"2024-05-17, 12:00 AM",12,68506076,TRANSFERENCIA INTERBANCARIA ENVIADA,10,0,2741.87
"2024-05-22, 12:00 AM",12,63138502,TRANSFERENCIA INTERBANCARIA ENVIADA,2,0,2739.87
"2024-05-22, 12:00 AM",12,63228815,TRANSFERENCIA INTERBANCARIA ENVIADA,0.25,0,2739.62
"2024-05-23, 12:00 AM",12,33440381,TRANSFERENCIA INTERNET,4,0,2735.62
"2024-05-28, 12:00 AM",12,96835271,**COM SRI TRF 000000000,0.27,0,2735.35
"2024-05-28, 12:00 AM",12,96835271,IVA SRI TRF 000000000,0.04,0,2735.31
"2024-05-28, 12:00 AM",12,96835271,PAGO SRI TRF 00000000000005827546,244.87,0,2490.44
"2024-05-29, 12:00 AM",12,651940,CANCELACION PLAZO FIJO,0,10100,12590.44
"2024-05-29, 12:00 AM",12,651940,TRANSFERENCIA INTERIOR,0,172.21,12762.65
"2024-05-29, 12:00 AM",12,651940,RETENCION 2% RENDIMIENTO FINANCIERO,3.44,0,12759.21
"2024-05-31, 12:00 AM",12,69075062,TRANSFERENCIA INTERBANCARIA ENVIADA,4,0,12755.21
"2024-05-31, 12:00 AM",12,131710316,TRANSFERENCIA INTERBANCARIA ENVIADA,6.7,0,12748.51
"2024-06-03, 12:00 AM",12,250407204,TRANSFERENCIA INTERBANCARIA RECIBIDA,0,14.5,12763.01
"2024-06-04, 12:00 AM",12,52779375,TRANSFERENCIA INTERBANCARIA ENVIADA,2.15,0,12760.86
"2024-06-04, 12:00 AM",12,109536567,CERTIFICADO DE DEPOSITO,10278,0,2482.86
"2024-06-30, 12:00 AM",901,826361100,INTERES A SU FAVOR,0,0.55,2483.41
"2024-06-11, 12:00 AM",12,45781293,TRANSFERENCIA INTERNET,0,3,2486.41
"2024-06-11, 12:00 AM",12,54860248,TRANSFERENCIA INTERBANCARIA ENVIADA,3,0,2483.41
"2024-06-12, 12:00 AM",12,25725867,TRANSFERENCIA INTERNET,7,0,2476.41
"2024-06-14, 12:00 AM",12,43075436,TRANSFERENCIA INTERBANCARIA ENVIADA,3.4,0,2473.01
"2024-06-14, 12:00 AM",12,110207529,TRANSFERENCIA INTERNET,1.25,0,2471.76
"2024-06-20, 12:00 AM",12,84731598,05029027-MASTERCARD -RA-22306700008,478.28,0,1993.48
"2024-06-20, 12:00 AM",12,84958286,TRANSFERENCIA INTERNET,14,0,1979.48
"2024-06-24, 12:00 AM",12,141197280,TRANSFERENCIA INTERNET,0,26.41,2005.89
"2024-06-24, 12:00 AM",12,142897039,TRANSFERENCIA INTERNET,0,25.4,2031.29
"2024-06-24, 12:00 AM",12,158598597,TRANSFERENCIA INTERNET,0,27.5,2058.79
"2024-06-24, 12:00 AM",12,194548656,TRANSFERENCIA INTERBANCARIA ENVIADA,1.4,0,2057.39
"2024-06-25, 12:00 AM",12,16824092,TRANSFERENCIA INTERNET,60,0,1997.39
"2024-06-25, 12:00 AM",12,56800964,TRANSFERENCIA INTERNET,2.75,0,1994.64
"2024-06-26, 12:00 AM",12,60367376,TRANSFERENCIA INTERNET,0.8,0,1993.84
"2024-06-27, 12:00 AM",12,40567774,TRANSFERENCIA INTERBANCARIA ENVIADA,2,0,1991.84
"2024-06-27, 12:00 AM",12,40699772,TRANSFERENCIA INTERBANCARIA ENVIADA,5,0,1986.84
"2024-06-27, 12:00 AM",12,41791761,**COMISION TRANSFERENCIA INTERBANCARIA EN,0.36,0,1986.48
"2024-06-27, 12:00 AM",12,41791761,IVA COBRADO,0.05,0,1986.43
"2024-06-27, 12:00 AM",12,41791761,TRANSFERENCIA INTERBANCARIA ENVIADA,5,0,1981.43
"2024-07-04, 12:00 AM",12,72973374,TRANSFERENCIA INTERBANCARIA ENVIADA,6.9,0,1974.53
"2024-07-04, 12:00 AM",12,74818677,TRANSFERENCIA INTERNET,15,0,1959.53
"2024-07-04, 12:00 AM",12,98683269,TRANSFERENCIA INTERBANCARIA ENVIADA,8,0,1951.53
"2024-07-05, 12:00 AM",12,54575635,TRANSFERENCIA INTERNET,60,0,1891.53
"2024-07-05, 12:00 AM",12,54755215,TRANSFERENCIA INTERNET,150,0,1741.53
"2024-07-15, 12:00 AM",12,143227996,TRANSFERENCIA INTERNET,0,40,1781.53
"2024-07-15, 12:00 AM",12,254074352,TRANSFERENCIA INTERBANCARIA ENVIADA,3.5,0,1778.03
"2024-07-17, 12:00 AM",12,86530112,TRANSFERENCIA INTERBANCARIA ENVIADA,5.5,0,1772.53
"2024-07-17, 12:00 AM",12,86602244,TRANSFERENCIA INTERBANCARIA ENVIADA,0.2,0,1772.33
"2024-07-17, 12:00 AM",12,86605811,REV_TRANSFERENCIA INTERBANCARIA ENVIADA,0,0.2,1772.53
"2024-07-17, 12:00 AM",12,108412185,TRANSFERENCIA INTERNET,1,0,1771.53
"2024-07-18, 12:00 AM",12,19011714,TRANSFERENCIA INTERBANCARIA ENVIADA,4,0,1767.53
"2024-07-18, 12:00 AM",12,65563339,TRANSFERENCIA INTERBANCARIA ENVIADA,2.5,0,1765.03
"2024-07-19, 12:00 AM",12,53405103,TRANSFERENCIA INTERBANCARIA ENVIADA,10.75,0,1754.28
"2024-07-19, 12:00 AM",12,93302003,TRANSFERENCIA INTERBANCARIA ENVIADA,7,0,1747.28
"2024-07-22, 12:00 AM",901,173187556,*PAGO TARJETA: 2230670000895647,20,0,1727.28
"2024-07-22, 12:00 AM",12,210016260,TRANSFERENCIA INTERBANCARIA RECIBIDA,0,25.35,1752.63
"2024-07-23, 12:00 AM",12,88362383,TRANSFERENCIA INTERBANCARIA ENVIADA,3.95,0,1748.68
"2024-07-24, 12:00 AM",12,65213932,TRANSFERENCIA INTERBANCARIA ENVIADA,3.5,0,1745.18
"2024-07-24, 12:00 AM",12,70012403,TRANSFERENCIA INTERBANCARIA ENVIADA,5,0,1740.18
"2024-07-25, 12:00 AM",12,56345958,TRANSFERENCIA INTERBANCARIA ENVIADA,1.5,0,1738.68
"2024-07-26, 12:00 AM",12,44215428,TRANSFERENCIA INTERNET,3,0,1735.68
"2024-07-26, 12:00 AM",12,47338566,TRANSFERENCIA INTERBANCARIA ENVIADA,2.5,0,1733.18
"2024-07-26, 12:00 AM",12,68941061,TRANSFERENCIA INTERBANCARIA ENVIADA,3,0,1730.18
"2024-07-29, 12:00 AM",12,902447008,TRANSFERENCIA INTERBANCARIA ENVIADA,17.56,0,1712.62
"2024-07-29, 12:00 AM",12,100711930,TRANSFERENCIA INTERBANCARIA ENVIADA,1.5,0,1711.12
"2024-07-30, 12:00 AM",12,19689728,TRANSFERENCIA INTERBANCARIA ENVIADA,2,0,1709.12
"2024-08-05, 12:00 AM",12,150108000,TRANSFERENCIA INTERNET,13.75,0,1695.37
"2024-08-06, 12:00 AM",12,29430061,06296775-MASTERCARD -RA-22306700008,255.16,0,1440.21
"2024-08-06, 12:00 AM",12,134910364,TRANSFERENCIA INTERBANCARIA ENVIADA,11.6,0,1428.61
"2024-08-06, 12:00 AM",12,135037199,TRANSFERENCIA INTERBANCARIA ENVIADA,9,0,1419.61
"2024-08-12, 12:00 AM",12,900780764,06413758-DISCOVER -RX-65573500021,131.61,0,1288
"2024-08-12, 12:00 AM",12,900804718,TRANSFERENCIA INTERNET,6,0,1282
"2024-08-13, 12:00 AM",12,56186904,TRANSFERENCIA INTERNET,23.75,0,1258.25
"2024-08-13, 12:00 AM",12,113729279,TRANSFERENCIA INTERBANCARIA ENVIADA,1.45,0,1256.8
"2024-08-15, 12:00 AM",12,121098078,TRANSFERENCIA INTERNET,0,30,1286.8
"2024-08-19, 12:00 AM",12,96603385,TRANSFERENCIA INTERNET,7,0,1279.8
"2024-08-21, 12:00 AM",901,21851430,*PAGO TARJETA: 2230670000895647,20,0,1259.8
"2024-08-21, 12:00 AM",12,111274134,TRANSFERENCIA INTERBANCARIA ENVIADA,4.03,0,1255.77
"2024-08-22, 12:00 AM",12,48099615,TRANSFERENCIA INTERBANCARIA ENVIADA,2.5,0,1253.27
"2024-08-23, 12:00 AM",12,26380501,06761403-MASTERCARD -RA-54660500091,1080,0,173.27
"2024-08-23, 12:00 AM",12,100042413,TRANSFERENCIA INTERBANCARIA ENVIADA,4.5,0,168.77
"2024-08-26, 12:00 AM",12,139733352,TRANSFERENCIA INTERBANCARIA ENVIADA,5,0,163.77
"2024-08-27, 12:00 AM",12,64137378,TRANSFERENCIA INTERBANCARIA ENVIADA,2.95,0,160.82
"2024-08-27, 12:00 AM",12,65746215,TRANSFERENCIA INTERBANCARIA ENVIADA,8.53,0,152.29
"2024-08-27, 12:00 AM",12,65888506,TRANSFERENCIA INTERNET,0,30,182.29
"2024-08-27, 12:00 AM",12,76223796,TRANSFERENCIA INTERBANCARIA ENVIADA,20,0,162.29
"2024-09-02, 12:00 AM",12,55022353,TRANSFERENCIA INTERNET,0,8.75,171.04
"2024-09-04, 12:00 AM",12,862636,CANCELACION PLAZO FIJO,0,10278,10449.04
"2024-09-04, 12:00 AM",12,862636,TRANSFERENCIA INTERIOR,0,208.82,10657.86
"2024-09-04, 12:00 AM",12,862636,RETENCION 2% RENDIMIENTO FINANCIERO,4.18,0,10653.68
"2024-09-04, 12:00 AM",12,76675526,TRANSFERENCIA INTERBANCARIA ENVIADA,26.3,0,10627.38
"2024-09-04, 12:00 AM",12,93217888,TRANSFERENCIA INTERBANCARIA ENVIADA,1.5,0,10625.88
"2024-09-30, 12:00 AM",901,825140085,INTERES A SU FAVOR,0,1.99,10627.87
"2024-09-09, 12:00 AM",12,73375798,**COMISION PAGO TARJETA INTERBANCARIA ENV,0.34,0,10627.53
"2024-09-09, 12:00 AM",12,73375798,IVA COBRADO,0.05,0,10627.48
"2024-09-09, 12:00 AM",12,73375798,PAGO TARJETA INTERBANCARIA ENVIADA,0.23,0,10627.25
"2024-09-09, 12:00 AM",12,73377156,REV_PAGO TARJETA INTERBANCARIA ENVIADA,0,0.23,10627.48
"2024-09-09, 12:00 AM",12,140950090,TRANSFERENCIA INTERNET,2.1,0,10625.38
"2024-09-09, 12:00 AM",12,238116479,TRANSFERENCIA INTERBANCARIA ENVIADA,3,0,10622.38
"2024-09-11, 12:00 AM",12,60787378,TRANSFERENCIA INTERBANCARIA ENVIADA,3.75,0,10618.63
"2024-09-17, 12:00 AM",12,64891474,TRANSFERENCIA INTERNET,6.5,0,10612.13
"2024-09-19, 12:00 AM",12,80422174,TRANSFERENCIA INTERBANCARIA ENVIADA,3.66,0,10608.47
"2024-09-20, 12:00 AM",12,79561541,07550945-MASTERCARD -RA-22306700003,401.21,0,10207.26
"2024-09-23, 12:00 AM",12,90888871,**COMISION PAGO TARJETA INTERBANCARIA ENV,0.34,0,10206.92
"2024-09-23, 12:00 AM",12,90888871,IVA COBRADO,0.05,0,10206.87
"2024-09-23, 12:00 AM",12,90888871,PAGO TARJETA INTERBANCARIA ENVIADA,1.47,0,10205.4
"2024-09-23, 12:00 AM",12,91725048,07593554-MASTERCARD -RA-54660500091,3228.5,0,6976.9
"2024-09-23, 12:00 AM",12,91926775,CERTIFICADO DE DEPOSITO,6648,0,328.9
"2024-09-23, 12:00 AM",12,123777677,TRANSFERENCIA INTERNET,22.14,0,306.76
"2024-09-26, 12:00 AM",12,44141298,TRANSFERENCIA INTERBANCARIA ENVIADA,3,0,303.76
"2024-09-26, 12:00 AM",12,45187406,TRANSFERENCIA INTERBANCARIA RECIBIDA,0,2,305.76
"2024-09-26, 12:00 AM",12,71839019,TRANSFERENCIA INTERNET,8,0,297.76
"2024-09-27, 12:00 AM",12,57945443,TRANSFERENCIA INTERNET,9.5,0,288.26
"2024-09-30, 12:00 AM",12,158617717,TRANSFERENCIA INTERBANCARIA ENVIADA,3.75,0,284.51
"2024-09-30, 12:00 AM",12,168781070,TRANSFERENCIA INTERNET,3.2,0,281.31
"2024-09-30, 12:00 AM",12,188560334,TRANSFERENCIA INTERNET,150,0,131.31
"2024-09-30, 12:00 AM",12,188658338,TRANSFERENCIA INTERNET,60,0,71.31
"2024-10-01, 12:00 AM",12,13172090,TRANSFERENCIA INTERBANCARIA ENVIADA,3.5,0,67.81
"2024-10-02, 12:00 AM",12,44945918,TRANSFERENCIA INTERNET,0,249,316.81
"2024-10-02, 12:00 AM",12,46372521,TRANSFERENCIA INTERNET,0,132,448.81
"2024-10-04, 12:00 AM",12,40624524,TRANSFERENCIA INTERBANCARIA ENVIADA,2.5,0,446.31
"2024-10-04, 12:00 AM",12,58638666,TRANSFERENCIA INTERBANCARIA ENVIADA,3.25,0,443.06
"2024-10-04, 12:00 AM",12,66680771,TRANSFERENCIA INTERNET,5,0,438.06
"2024-10-04, 12:00 AM",12,69382180,TRANSFERENCIA INTERNET,5,0,433.06
"2024-10-04, 12:00 AM",12,75973764,TRANSFERENCIA INTERNET,2,0,431.06
"2024-10-04, 12:00 AM",12,86660578,TRANSFERENCIA INTERBANCARIA ENVIADA,0.4,0,430.66
"2024-10-07, 12:00 AM",12,180674275,TRANSFERENCIA INTERBANCARIA ENVIADA,3.25,0,427.41
"2024-10-08, 12:00 AM",12,62142973,TRANSFERENCIA INTERBANCARIA ENVIADA,12,0,415.41
"2024-10-09, 12:00 AM",12,38372296,TRANSFERENCIA INTERNET,2,0,413.41
"2024-10-10, 12:00 AM",12,45071524,TRANSFERENCIA INTERBANCARIA ENVIADA,3.75,0,409.66
"2024-10-10, 12:00 AM",12,79188397,TRANSFERENCIA INTERNET,30,0,379.66
"2024-10-31, 12:00 AM",901,825101176,INTERES A SU FAVOR,0,1.34,381
"2024-10-18, 12:00 AM",12,35717204,TRANSFERENCIA INTERNET,7,0,374
"2024-10-18, 12:00 AM",12,45238555,TRANSFERENCIA INTERNET,0,2.5,376.5
"2024-10-18, 12:00 AM",12,45311178,TRANSFERENCIA INTERNET,5,0,371.5
"2024-10-18, 12:00 AM",12,51516088,TRANSFERENCIA INTERNET,5,0,366.5
"2024-10-18, 12:00 AM",12,56130250,TRANSFERENCIA INTERNET,100,0,266.5
"2024-10-18, 12:00 AM",12,56194468,TRANSFERENCIA INTERNET,100,0,166.5
"2024-10-18, 12:00 AM",12,56248265,TRANSFERENCIA INTERNET,100,0,66.5
"2024-10-23, 12:00 AM",8504,41854201,REG 7687179- 7681350 DBERTERO,0,300,366.5
"2024-10-24, 12:00 AM",12,527881,CANCELACION PLAZO FIJO,0,6648,7014.5
"2024-10-24, 12:00 AM",12,527881,TRANSFERENCIA INTERIOR,0,27.48,7041.98
"2024-10-24, 12:00 AM",12,527881,RETENCION 2% RENDIMIENTO FINANCIERO,0.55,0,7041.43
"2024-10-25, 12:00 AM",12,682894,CANCELACION PLAZO FIJO,0,12854.21,19895.64
"2024-10-25, 12:00 AM",12,682894,TRANSFERENCIA INTERIOR,0,682.63,20578.27
"2024-11-05, 12:00 AM",12,261435827,TRANSFERENCIA INTERNET,0,132,20710.27
"2024-11-08, 12:00 AM",12,32398831,TRANSFERENCIA INTERBANCARIA RECIBIDA,0,2,20712.27
"2024-11-30, 12:00 AM",901,824545863,INTERES A SU FAVOR,0,0.08,20712.35
"2024-11-14, 12:00 AM",8386,62703496,09075581-NOVAECUADOR -3V-TU BANCA PRO,45.07,0,20667.28
"2024-11-15, 12:00 AM",901,13599805,*PAGO TARJETA: 2230670000895647,45.11,0,20622.17
"2024-11-18, 12:00 AM",12,78911575,CERTIFICADO DE DEPOSITO,10310,0,10312.17
"2024-11-18, 12:00 AM",12,79014051,CERTIFICADO DE DEPOSITO,10003,0,309.17
"2024-11-19, 12:00 AM",12,68300962,09189088-MASTERCARD -RA-22306700007,286.98,0,22.19
